name,address,citystate,zip,phone,web,email,target_type,target_value,program_type,category,subcategory,alt_name
NEW DIRECTIONS HOUSING CORPORATION - LLM,1000 E Liberty Street,,40204-1029,"[""(502) 589-2272"", ""(800) 648-6056""]",http://www.ndhc.org,mailto:dawnd@ndhc.org,Target%20Populations,Children/Youth,Youth%20Enrichment%20Programs~,TUTORING SERVICES FOR YOUTH,YOUTH LEARNING CENTERS (55K),
NORTHWEST AREA HEALTH EDUCATION CENTER,2215 Portland Ave Suite 326,,40212-1033,"[""(502) 778-1607"", ""(502) 774-1833""]",http://www.louahec.org,mailto:aporter@fhclouisville.org,Target%20Populations,Children/Youth,Youth%20Enrichment%20Programs~,HEALTH EDUCATION,HEALTH EDUCATION FOR STUDENTS,
PEACE EDUCATION PROGRAM - LLM,318 W Kentucky Street,Louisville KY,40203,"[""(502) 589-6583"", ""(502) 561-8392""]",http://www.peaceeducationprogram.org,mailto:office@peaceeducationprogram.org,Target%20Populations,Children/Youth,Youth%20Enrichment%20Programs~,YOUTH DEVELOPMENT,PEACECASTERS,
PLYMOUTH COMMUNITY RENEWAL CENTER - 55K,1626 W Chestnut Street,Louisville KY,40203,"[""(502) 583-7889"", ""(502) 583-9228""]",http://www.plymouthcommunity.com,mailto:plycommuncenter@yahoo.com,Target%20Populations,Children/Youth,Youth%20Enrichment%20Programs~,SUMMER/FALL CAMP,SUMMER ACADEMIC ENRICHMENT PROGRAM,
PORTLAND PROMISE CENTER,,Louisville KY,40203,"[""(502) 776-2635""]",http://www.portlandpromise.org,mailto:mmatala@portlandpromise.org,Target%20Populations,Children/Youth,Youth%20Enrichment%20Programs~,AFTER SCHOOL ENRICHMENT PROGRAMS,AFTER SCHOOL PROGRAM,
PROJECT ONE,2600 West Broadway Suite 301,Louisville KY,40211,"[""(502) 778-1003"", ""(502) 778-1009""]",http://www.project1inc.org,mailto:drking@project1inc.org,Target%20Populations,Children/Youth,Youth%20Enrichment%20Programs~,EDUCATIONAL SERVICES,,
SALVATION ARMY OF LOUISVILLE - LLM,,,40201-2229,"[""(502) 583-5391"", ""(502) 625-1198""]",http://www.salvationarmylouisville.org,,Target%20Populations,Children/Youth,Youth%20Enrichment%20Programs~,SUMMER/FALL CAMP,,SALVATION ARMY OF LOUISVILLE - SUMMER CAMP
ST MATTHEWS AREA MINISTRIES,8025 New LaGrange Road,Louisville KY,40222,"[""(502) 426-3663""]",http://www.stmam.com,mailto:julieabbott@stmam.com,Target%20Populations,Children/Youth,Youth%20Enrichment%20Programs~,CHILD CARE SERVICES,,ST MATTHEWS AREA MINISTRIES - CHILD DEVELOPMENT CENTER
YOUTH DEVELOPMENT,,,,[],,,,,,,,
THE PARKLANDS OF FLOYDS FORK,1411 Beckley Creek Parkway,Louisville KY,40245,"[""(502) 584-0350""]",http://www.theparklands.org,mailto:outdoorclassroom@21cparks.org,Target%20Populations,Children/Youth,Youth%20Enrichment%20Programs~,,,
UNITED CRESCENT HILL MINISTRIES - 55K,150 S State Street,Louisville KY,40206,"[""(502) 893-0346"", ""(502) 893-0352""]",http://www.uchmlouky.org,mailto:uchm@bellsouth.net,Target%20Populations,Children/Youth,Youth%20Enrichment%20Programs~,YOUTH DEVELOPMENT,YOUTH PROGRAM (OST) (55K),
WESLEY HOUSE COMMUNITY SERVICES - LLM - 55K,5114 Preston Highway,Louisville KY,40213,"[""(502) 968-8231""]",http://www.wesleyhouseky.org,mailto:drcwesleyh@gmail.com,Target%20Populations,Children/Youth,Youth%20Enrichment%20Programs~,YOUTH DEVELOPMENT,YOUTH BRIGADE ACADEMY (OST),
YMCA OF GREATER LOUISVILLE - LLM,1300 Heafer Road,Louisville KY,40223,"[""(502) 244-6187"", ""(502) 244-7615""]",http://www.ymcalouisville.org/berrytown,mailto:dhawkins@ymcalouisville.org,Target%20Populations,Children/Youth,Youth%20Enrichment%20Programs~,RECREATIONAL ACTIVITIES,YOUTH AND ADULT WELLNESS ACTIVITIES,YMCA OF GREATER LOUISVILLE - BERRYTOWN BRANCH
YMCA OF GREATER LOUISVILLE - LLM,6801 Dixie Highway Suite 113-l,Louisville KY,40258,"[""(502) 955-4050"", ""(502) 995-3872""]",http://www.ymcalouisville.org/dixie-manor,mailto:rmckiernan@ymcalouisville.org,Target%20Populations,Children/Youth,Youth%20Enrichment%20Programs~,RECREATIONAL ACTIVITIES,YOUTH AND ADULT WELLNESS ACTIVITIES,YMCA OF GREATER LOUISVILLE - DIXIE MANOR BRANCH
YMCA OF GREATER LOUISVILLE - LLM,555 South 2nd Street,Louisville KY,40202,"[""(502) 587-6700"", ""(502) 587-9622"", ""(502) 587-2349""]",http://www.ymcalouisville.org/downtown,mailto:dbell@ymcalouisville.org,Target%20Populations,Children/Youth,Youth%20Enrichment%20Programs~,RECREATIONAL ACTIVITIES,YOUTH AND ADULT WELLNESS ACTIVITIES,YMCA OF GREATER LOUISVILLE - DOWNTOWN FAMILY BRANCH
YMCA OF GREATER LOUISVILLE - LLM,9400 Mill Brook Rd,Louisville KY,40223,"[""(502) 425-1271"", ""(502) 587-9622"", ""(502) 426-9025""]",http://www.ymcalouisville.org/northeast,mailto:khoerter@ymcalouisville.org,Target%20Populations,Children/Youth,Youth%20Enrichment%20Programs~,RECREATIONAL ACTIVITIES,YOUTH AND ADULT WELLNESS ACTIVITIES,YMCA OF GREATER LOUISVILLE - NORTHEAST FAMILY BRANCH
YMCA OF GREATER LOUISVILLE - LLM,2400 Crittenden Drive,Louisville KY,40217,"[""(502) 635-5233"", ""(502) 635-1443""]",http://ymcasafeplaceservices.org/y-now-mentoring,mailto:safeplaceservices@ymcalouisville.org,Target%20Populations,Children/Youth,Youth%20Enrichment%20Programs~,YOUTH MENTORING PROGRAMS,,YMCA OF GREATER LOUISVILLE - SAFE PLACE SERVICES
YMCA OF GREATER LOUISVILLE - LLM,5930 Six Mile Lane,Louisville KY,40218,"[""(502) 491-9622"", ""(502) 587-9622"", ""(502) 495-6607""]",http://www.ymcalouisville.org/southeast/index.html,mailto:twhortan@ymcalouisville.org,Target%20Populations,Children/Youth,Youth%20Enrichment%20Programs~,RECREATIONAL ACTIVITIES,YOUTH AND ADULT WELLNESS ACTIVITIES,YMCA OF GREATER LOUISVILLE - SOUTHEAST FAMILY BRANCH
YMCA OF GREATER LOUISVILLE - LLM,2800 Fordhaven Road,Louisville KY,40214,"[""(502) 933-9622"", ""(502) 587-9622"", ""(502) 922-6309""]",http://www.ymcalouisville.org/southwest,mailto:rmckiernan@ymcalouisville.org,Target%20Populations,Children/Youth,Youth%20Enrichment%20Programs~,RECREATIONAL ACTIVITIES,YOUTH AND ADULT WELLNESS ACTIVITIES,YMCA OF GREATER LOUISVILLE - SOUTHWEST FAMILY BRANCH
YMCA OF GREATER LOUISVILLE - LLM,12330 Shelbyville Road,"Middletown, KY",40243,"[""(502) 244-9994"", ""(502) 244-9788""]",http://www.ymcalouisville.org/middletown,mailto:dhawkins@ymcalouisville.org,Target%20Populations,Children/Youth,Youth%20Enrichment%20Programs~,RECREATIONAL ACTIVITIES,YOUTH AND ADULT WELLNESS ACTIVITIES,YMCA OF GREATER LOUISVILLE - MIDDLETOWN BRANCH
YOUTH DEVELOPMENT,,GOOD CHARACTER & LEADERSHIP (OST),,[],,,,,,,,
HOPE SOUTHERN INDIANA,1200 Bono Road,"New Albany, IN",47150,"[""(812) 948-9248""]",http://www.hopesi.org,mailto:info@interfaithinc.org,Target%20Populations,Children/Youth,Youth%20Enrichment%20Programs~,AFTER SCHOOL ENRICHMENT PROGRAMS,SNACK ATTACK CAFE PARTNERSHIP,
NEW ALBANY - FLOYD COUNTY SCHOOL CORPORATION,2813 Grant Line Road,"New Albany, IN",47150,"[""(812) 949-4200"", ""(812) 542-2168"", ""(812) 949-6900""]",http://www.nafcs.k12.in.us,mailto:bbriscoe@nafcs.k12.in.us,Target%20Populations,Children/Youth,Youth%20Enrichment%20Programs~,AFTER SCHOOL ENRICHMENT PROGRAMS,,
PREVENTION PROGRAMS,,,,[],,,,,,,,
SALVATION ARMY OF SOUTHERN INDIANA,2300 Green Valley Road,"New Albany, IN",47150,"[""(812) 944-1018""]",http://corps.salvationarmyindiana.org/newalbany,mailto:stephen_kiger@usc.salvationarmy.org,Target%20Populations,Children/Youth,Youth%20Enrichment%20Programs~,YOUTH DEVELOPMENT,,
YMCA OF GREATER LOUISVILLE - LLM,409 Joe B Hall Avenue,"Shepherdsville, KY",40165,"[""(502) 955-6433"", ""(502) 587-9622"", ""(502) 955-4401""]",http://www.ymcalouisville.org/bullitt-county,mailto:jdaugherty@ymcalouisville.org,Target%20Populations,Children/Youth,Youth%20Enrichment%20Programs~,RECREATIONAL ACTIVITIES,YOUTH AND ADULT WELLNESS ACTIVITIES,YMCA OF GREATER LOUISVILLE - BULLITT COUNTY
JEFFERSON COUNTY PUBLIC SCHOOLS - LLM - 55K,1010 Neighborhood Place,"Fairdale, KY",40118,"[""(502) 485-8748""]",http://www.jefferson.kyschools.us/Schools/Special/Tapp/index.html,,Target%20Populations,Children/Youth,School%20Based%20Teen%20Parent/Pregnant%20Teen%20Programs,TEEN PARENT/PREGNANT TEEN EDUCATION PROGRAMS,GEORGIA CHAFFEE TEENAGE PARENT PROGRAM,JEFFERSON COUNTY PUBLIC SCHOOLS - SOUTH PARK TAPP
JEFFERSON COUNTY PUBLIC SCHOOLS - LLM - 55K,8800 Westport Road Westport Alternative High School,Louisville KY,40242,"[""(502) 485-8347""]",http://www.jefferson.kyschools.us/Schools/Special/Tapp/index.html,,Target%20Populations,Children/Youth,School%20Based%20Teen%20Parent/Pregnant%20Teen%20Programs,TEEN PARENT/PREGNANT TEEN EDUCATION PROGRAMS,GEORGIA CHAFFEE TEENAGE PARENT PROGRAM,JEFFERSON COUNTY PUBLIC SCHOOLS - WESTPORT ALTERNATIVE HIGH SCHOOL
CARROLL COUNTY HEALTH DEPARTMENT,510 South Main Street,"Owenton, KY",40359,"[""(502) 484-3412"", ""(502) 732-6641""]",http://www.trdhd.com,mailto:rebeccae.wilson@ky.gov,Target%20Populations,Children/Youth,School%20Based%20Teen%20Parent/Pregnant%20Teen%20Programs,HEALTH EDUCATION,,CARROLL COUNTY HEALTH DEPARTMENT - DISTRICT ADMINISTRATIVE OFFICE
USPIRITUS,11103 Park Road,Louisville KY,40223,"[""(502) 245-4171""]",http://uspiritus.org,mailto:contact.us@uspiritus.org,Target%20Populations,Children/Youth,Life%20Skills%20Education~,LIFE SKILLS EDUCATION,TRUE UP,USPIRITUS - BELLEWOOD
BLUE RIVER SERVICES,,,,"[""(812) 738-4541"", ""(812) 883-1122""]",http://www.brsinc.org,mailto:brrtrdir@brsinc.org,Target%20Populations,Children/Youth,Life%20Skills%20Education~,SUPPORTED LIVING SERVICES FOR ADULTS WITH DISABILITIES,,BLUE RIVER SERVICES - PROGRESS BOULEVARD
JEFFERSONTOWN AREA MINISTRIES,,,40299,"[""(502) 267-1055"", ""(502) 267-4830""]",,,Target%20Populations,Children/Youth,Life%20Skills%20Education~,LIFE SKILLS EDUCATION,,
YOUTH DEVELOPMENT,,,,[],,,,,,,,
NEW HOPE SERVICES,,,,"[""(812) 752-4892"", ""(800) 237-6604"", ""(812) 285-8320""]",http://www.newhopeservices.org,mailto:info@newhopeservices.org,Target%20Populations,Children/Youth,Life%20Skills%20Education~,,,
ADELANTE HISPANIC ACHIEVERS,2817 Hikes Lane Buechel United Methodist Church,Louisville KY,40218,"[""(502) 494-0353""]",http://adelanteky.org,mailto:maramaldonado@att.net,Target%20Populations,Children/Youth,Life%20Skills%20Education~,YOUTH MENTORING PROGRAMS,,
YOUTH DEVELOPMENT,,HEALTHY LIFESTYLES (OST),,[],,,,,,,,
YOUTH DEVELOPMENT,,BGCKY YOUTH PROGRAMMING,,[],,,,,,,,
YOUTH DEVELOPMENT,,HEALTHY LIFESTYLES (OST),,[],,,,,,,,
BOYS AND GIRLS HAVEN,2301 Goldsmith Lane,,40218-1083,"[""(502) 458-1171"", ""(502) 451-2161""]",http://www.boyshaven.org,mailto:nlinton@boyshaven.org,Target%20Populations,Children/Youth,Life%20Skills%20Education~,LIFE SKILLS EDUCATION,EQUINE VOCATIONAL TRAINING,
CABBAGE PATCH SETTLEMENT HOUSE - LLM - 55K,1413 S 6th Street,Louisville KY,40208,"[""(502) 634-0811"", ""(502) 753-4423"", ""(502) 637-9943""]",http://cabbagepatch.org,mailto:tholladay@cabbagepatch.org,Target%20Populations,Children/Youth,Life%20Skills%20Education~,FAMILY SUPPORT PROGRAMS,,
CANAAN COMMUNITY DEVELOPMENT CORPORATION - LLM - 55K,2840 Hikes Lane,Louisville KY,40218,"[""(502) 776-6369"", ""(502) 776-8026""]",http://ccdcky.org,mailto:tleavell@ccdcky.org,Target%20Populations,Children/Youth,Life%20Skills%20Education~,,,
CASE MANAGEMENT SERVICES,,,,[],,,,,,,,
HOUSE OF RUTH,607 E St Catherine Street,Louisville KY,40203,"[""(502) 587-5080"", ""(502) 587-5009""]",http://www.houseofruth.net,mailto:kmccarthy@houseofruth.net,Target%20Populations,Children/Youth,Life%20Skills%20Education~,CASE MANAGEMENT SERVICES,,
JEFFERSON COUNTY COOPERATIVE EXTENSION SERVICE,810 Barret Avenue Jefferson County Office,Louisville KY,40204,"[""(502) 569-2344"", ""(502) 569-3958""]",http://jefferson.ca.uky.edu,mailto:rnorris@uky.edu,Target%20Populations,Children/Youth,Life%20Skills%20Education~,YOUTH DEVELOPMENT,,
LOUISVILLE URBAN LEAGUE - LLM - 55K,1535 W Broadway,Louisville KY,40203,"[""(502) 561-6830"", ""(502) 566-3383""]",http://www.lul.org,mailto:information@lul.org,Target%20Populations,Children/Youth,Life%20Skills%20Education~,,,
PROJECT ONE,2600 West Broadway Suite 301,Louisville KY,40211,"[""(502) 778-1003"", ""(502) 778-1009""]",http://www.project1inc.org,mailto:drking@project1inc.org,Target%20Populations,Children/Youth,Life%20Skills%20Education~,EDUCATIONAL SERVICES,,
COUNSELING SERVICES,,,,[],,,,,,,,
YOUTH DEVELOPMENT,,,,[],,,,,,,,
CHRISTIAN FORMATION MINISTRIES,,,,"[""(812) 945-0886""]",http://www.christian-formation.org,mailto:info@christian-formation.org,Target%20Populations,Children/Youth,Life%20Skills%20Education~,LIFE SKILLS EDUCATION,SURE,
BLUE RIVER SERVICES,,,,"[""(812) 364-4142"", ""(812) 364-6906"", ""(812) 738-2408""]",http://www.brsinc.org,mailto:brasgen@brsinc.org,Target%20Populations,Children/Youth,Life%20Skills%20Education~,LIFE SKILLS EDUCATION,HABILITATION TRAINING,BLUE RIVER SERVICES - PALMYRA - HABILITATION TRAINING OFFICE
NEW HOPE SERVICES,,,,"[""(812) 752-4892"", ""(812) 752-4961""]",http://www.newhopeservices.org,mailto:info@newhopeservices.org,Target%20Populations,Children/Youth,Life%20Skills%20Education~,ADULT DAY CARE SERVICES,COMMUNITY HABILITATION PROGRAM,NEW HOPE SERVICES - SCOTTSBURG
MULTI-PURPOSE COMMUNITY ACTION AGENCY SHELBY,,,40066,"[""(502) 633-6371""]",http://mpcaa.org,mailto:shareeta@mpcaa.org,Target%20Populations,Children/Youth,Life%20Skills%20Education~,LIFE SKILLS EDUCATION,LIFE ENRICHMENT,
TRI-COUNTY COMMUNITY ACTION AGENCY - OLDHAM,,,40006,"[""(502) 255-7514"", ""(502) 255-7189""]",http://tricountycaaky.org,,Target%20Populations,Children/Youth,Congregate%20Meals/Nutrition%20Sites~,SENIOR CENTER,SENIOR LIFE ENRICHMENT CENTER,TRI-COUNTY COMMUNITY ACTION AGENCY
SENIOR SERVICES OF NORTHERN KENTUCKY - CARROLL COUNTY SENIOR ACTIVITY CENTER,,,41008,"[""(502) 732-7026"", ""(502) 732-7025""]",http://www.seniorservicesnky.org,mailto:carrollcty@bbinsightbb.com,Target%20Populations,Children/Youth,Congregate%20Meals/Nutrition%20Sites~,SENIOR CENTER,,
DARE TO CARE FOOD BANK,,,,"[""(812) 218-9581"", ""(502) 966-3821""]",http://www.daretocare.org/about_us/programs/kids_cafe,,Target%20Populations,Children/Youth,Congregate%20Meals/Nutrition%20Sites~,FOOD SERVICES,KIDS CAFE,
TRI-COUNTY COMMUNITY ACTION AGENCY - OLDHAM,,,40031,"[""(502) 222-1349"", ""(502) 222-0968""]",http://tricountycaaky.org,,Target%20Populations,Children/Youth,Congregate%20Meals/Nutrition%20Sites~,SENIOR CENTER,SENIOR LIFE ENRICHMENT CENTER,
DARE TO CARE FOOD BANK,4801 Southside Drive,Louisville KY,40214,"[""(502) 366-7813"", ""(502) 966-3821""]",http://www.daretocare.org/about_us/programs/kids_cafe,,Target%20Populations,Children/Youth,Congregate%20Meals/Nutrition%20Sites~,FOOD SERVICES,KIDS CAFE,AMERICANA COMMUNITY CENTER DARE TO CARE KIDS CAFE
DARE TO CARE FOOD BANK,4425 Greenwood Avenue,Louisville KY,40211,"[""(502) 432-2579"", ""(502) 966-3821""]",http://daretocare.org/about_us/programs/kids_cafe,,Target%20Populations,Children/Youth,Congregate%20Meals/Nutrition%20Sites~,FOOD SERVICES,KIDS CAFE,AMPED DARE TO CARE KIDS CAFE
DARE TO CARE FOOD BANK,1125 Cedar Street,Louisville KY,40203,"[""(502) 574-2670"", ""(502) 966-3821""]",http://daretocare.org/about_us/programs/kids_cafe,,Target%20Populations,Children/Youth,Congregate%20Meals/Nutrition%20Sites~,FOOD SERVICES,KIDS CAFE,BAXTER COMMUNITY CENTER DARE TO CARE KIDS CAFE
DARE TO CARE FOOD BANK,1300 Heafer Road,Louisville KY,40223,"[""(502) 429-3567"", ""(502) 966-3821""]",http://www.daretocare.org/about_us/programs/kids_cafe,,Target%20Populations,Children/Youth,Congregate%20Meals/Nutrition%20Sites~,FOOD SERVICES,KIDS CAFE,BERRYTOWN YMCA DARE TO CARE KIDS CAFE
DARE TO CARE FOOD BANK,1600 West St. Catherine Street,Louisville KY,40210,"[""(502) 574-2658"", ""(502) 966-3821""]",http://daretocare.org/about_us/programs/kids_cafe,,Target%20Populations,Children/Youth,Congregate%20Meals/Nutrition%20Sites~,FOOD SERVICES,KIDS CAFE,CALIFORNIA COMMUNITY CENTER DARE TO CARE KIDS CAFE
DARE TO CARE FOOD BANK,930 West Chestnut Street,Louisville KY,40203,"[""(502) 587-7405"", ""(502) 966-3821""]",http://www.daretocare.org/about_us/programs/kids_cafe,,Target%20Populations,Children/Youth,Congregate%20Meals/Nutrition%20Sites~,FOOD SERVICES,KIDS CAFE,CHESTNUT STREET FAMILY YMCA DARE TO CARE KIDS CAFE
DARE TO CARE FOOD BANK,5312 Shepherdsville Road,Louisville KY,40228,"[""(502) 964-5909"", ""(502) 966-3821""]",http://daretocare.org/about_us/programs/kids_cafe,,Target%20Populations,Children/Youth,Congregate%20Meals/Nutrition%20Sites~,FOOD SERVICES,KIDS CAFE,LIGHTHOUSE COMMUNITY CENTER DARE TO CARE KIDS CAFE
DARE TO CARE FOOD BANK,1300 West Muhammad Ali Boulevard,Louisville KY,40203,"[""(502) 583-8821"", ""(502) 966-3821""]",http://daretocare.org/about_us/programs/kids_cafe,,Target%20Populations,Children/Youth,Congregate%20Meals/Nutrition%20Sites~,FOOD SERVICES,KIDS CAFE,LOUISVILLE CENTRAL COMMUNITY CENTER DARE TO CARE KIDS CAFE
DARE TO CARE FOOD BANK,2115 Garland Avenue,Louisville KY,40210,"[""(502) 408-0637"", ""(502) 966-3821""]",http://www.daretocare.org/about_us/programs/kids_cafe,,Target%20Populations,Children/Youth,Congregate%20Meals/Nutrition%20Sites~,FOOD SERVICES,KIDS CAFE,MIDWEST CHURCH OF CHRIST DARE TO CARE KIDS CAFE
DARE TO CARE FOOD BANK,201 North 25th Street,Louisville KY,40212,"[""(502) 774-2322"", ""(502) 966-3821""]",http://www.daretocare.org/about_us/programs/kids_cafe,,Target%20Populations,Children/Youth,Congregate%20Meals/Nutrition%20Sites~,FOOD SERVICES,KIDS CAFE,NEIGHBORHOOD HOUSE DARE TO CARE KIDS CAFE
DARE TO CARE FOOD BANK,5020 East Indian Trail,Louisville KY,40218,"[""(502) 690-3402"", ""(502) 966-3821""]",http://www.daretocare.org/about_us/programs/kids_cafe,mailto:info@bgckyana.org,Target%20Populations,Children/Youth,Congregate%20Meals/Nutrition%20Sites~,FOOD SERVICES,KIDS CAFE,
DARE TO CARE FOOD BANK,4810 Exeter Avenue,Louisville KY,40218,"[""(502) 456-8122"", ""(502) 966-3821""]",http://daretocare.org/about_us/programs/kids_cafe,,Target%20Populations,Children/Youth,Congregate%20Meals/Nutrition%20Sites~,FOOD SERVICES,KIDS CAFE,NEWBURG COMMUNITY CENTER DARE TO CARE KIDS CAFE
DARE TO CARE FOOD BANK,1703 South 13th Street,Louisville KY,40218,"[""(502) 637-3044"", ""(502) 966-3821""]",http://daretocare.org/about_us/programs/kids_cafe,,Target%20Populations,Children/Youth,Congregate%20Meals/Nutrition%20Sites~,FOOD SERVICES,KIDS CAFE,PARKHILL COMMUNITY CENTER DARE TO CARE KIDS CAFE
DARE TO CARE FOOD BANK,3200 Greenwood Avenue,Louisville KY,40211,"[""(502) 365-1523"", ""(502) 966-3821""]",http://daretocare.org/about_us/programs/kids_cafe,,Target%20Populations,Children/Youth,Congregate%20Meals/Nutrition%20Sites~,FOOD SERVICES,KIDS CAFE,
DARE TO CARE FOOD BANK,640 North 27th Street,Louisville KY,40212,"[""(502) 776-0913"", ""(502) 966-3821""]",http://daretocare.org/about_us/programs/kids_cafe,,Target%20Populations,Children/Youth,Congregate%20Meals/Nutrition%20Sites~,FOOD SERVICES,KIDS CAFE,PORTLAND COMMUNITY CENTER DARE TO CARE KIDS CAFE
DARE TO CARE FOOD BANK,1831 Baird Street,Louisville KY,40203,"[""(502) 776-2635"", ""(502) 966-3821""]",http://www.portlandpromise.org,mailto:info@portlandpromise.org,Target%20Populations,Children/Youth,Congregate%20Meals/Nutrition%20Sites~,FOOD SERVICES,KIDS CAFE,PORTLAND PROMISE CENTER DARE TO CARE KIDS CAFE
DARE TO CARE FOOD BANK,317 North 38th Street,Louisville KY,40212,"[""(502) 774-5437"", ""(502) 966-3821""]",http://www.daretocare.org/about_us/programs/kids_cafe,,Target%20Populations,Children/Youth,Congregate%20Meals/Nutrition%20Sites~,FOOD SERVICES,KIDS CAFE,
DARE TO CARE FOOD BANK,600 East Oak Street,Louisville KY,40203,"[""(502) 574-1780"", ""(502) 966-3821""]",http://daretocare.org/about_us/programs/kids_cafe,,Target%20Populations,Children/Youth,Congregate%20Meals/Nutrition%20Sites~,FOOD SERVICES,KIDS CAFE,SHELBY PARK COMMUNITY CENTER DARE TO CARE KIDS CAFE
DARE TO CARE FOOD BANK,3621 Southern Avenue,Louisville KY,40211,"[""(502) 775-6598"", ""(502) 966-3821""]",http://www.daretocare.org/about_us/programs/kids_cafe,,Target%20Populations,Children/Youth,Congregate%20Meals/Nutrition%20Sites~,FOOD SERVICES,KIDS CAFE,SOUTHWICK COMMUNITY CENTER DARE TO CARE KIDS CAFE
DARE TO CARE FOOD BANK,1205 South 26th Street,Louisville KY,40210,"[""(502) 835-7385"", ""(502) 966-3821""]",http://www.daretocare.org/about_us/programs/kids_cafe,,Target%20Populations,Children/Youth,Congregate%20Meals/Nutrition%20Sites~,FOOD SERVICES,KIDS CAFE,
DARE TO CARE FOOD BANK,1029 South Preston Street,Louisville KY,40203,"[""(502) 272-2138"", ""(502) 966-3821""]",http://daretocare.org/about_us/programs/kids_cafe,,Target%20Populations,Children/Youth,Congregate%20Meals/Nutrition%20Sites~,FOOD SERVICES,KIDS CAFE,
HIGHLANDS COMMUNITY MINISTRIES,2005 Douglas Boulevard,Louisville KY,40205,"[""(502) 459-0132""]",http://www.hcmlou.org,mailto:hcmexecu@hotmail.com,Target%20Populations,Children/Youth,Congregate%20Meals/Nutrition%20Sites~,SENIOR CENTER,SENIOR OUTREACH PROGRAM,HIGHLANDS COMMUNITY MINISTRIES - DOUGLAS BOULEVARD CHRISTIAN CHURCH
JEWISH COMMUNITY CENTER,3600 Dutchmans Lane,Louisville KY,40205,"[""(502) 459-0660"", ""(502) 459-6885""]",http://www.jccoflouisville.org,mailto:dsadle@jccoflouisville.org,Target%20Populations,Children/Youth,Congregate%20Meals/Nutrition%20Sites~,SENIOR CENTER,HEALTHY SENIOR ADULTS PROGRAM,
INFORMATION AND REFERRAL SERVICES,,,,[],,,,,,,,
KLING CENTER,219 West Ormsby Avenue,Louisville KY,40203,"[""(502) 636-3424"", ""(502) 636-1072""]",http://www.klingcenter.org,mailto:lhaley@theklingcenter.org,Target%20Populations,Children/Youth,Congregate%20Meals/Nutrition%20Sites~,FOOD SERVICES,METRO NUTRITION PROGRAM,
LOUISVILLE METRO COMMUNITY SERVICES - SENIOR NUTRITION PROGRAM OFFICE,400 S 8th Street,Louisville KY,40203,"[""(502) 569-4369"", ""(502) 574-6325""]",http://www.louisvilleky.gov/government/community-services,mailto:seniornutrition@louisvilleky.gov,Target%20Populations,Children/Youth,Congregate%20Meals/Nutrition%20Sites~,FOOD SERVICES,SENIOR NUTRITION PROGRAM MEAL SITES,LOUISVILLE METRO SENIOR NUTRITION SITE - AVENUE PLAZA CENTER
LOUISVILLE METRO COMMUNITY SERVICES - SENIOR NUTRITION PROGRAM OFFICE,205 Wellington Avenue,Louisville KY,40214,"[""(502) 367-2373"", ""(502) 574-6325""]",http://www.louisvilleky.gov/government/community-services,mailto:seniornutrition@louisvilleky.gov,Target%20Populations,Children/Youth,Congregate%20Meals/Nutrition%20Sites~,FOOD SERVICES,SENIOR NUTRITION PROGRAM MEAL SITES,LOUISVILLE METRO SENIOR NUTRITION SITE - BEECHMONT COMMUNITY CENTER
LOUISVILLE METRO COMMUNITY SERVICES - SENIOR NUTRITION PROGRAM OFFICE,2403 Hikes Lane Buechel Park Baptist Church,Louisville KY,40218,"[""(502) 459-2947"", ""(502) 574-6325""]",http://www.louisvilleky.gov/government/community-services,mailto:seniornutrition@louisvilleky.gov,Target%20Populations,Children/Youth,Congregate%20Meals/Nutrition%20Sites~,FOOD SERVICES,SENIOR NUTRITION PROGRAM MEAL SITES,LOUISVILLE METRO SENIOR NUTRITION SITE - BUECHEL PARK
LOUISVILLE METRO COMMUNITY SERVICES - SENIOR NUTRITION PROGRAM OFFICE,10616 West Manslick Road,Louisville KY,40118,"[""(502) 361-7730"", ""(502) 574-6325""]",http://www.louisvilleky.gov/government/community-services,mailto:seniornutrition@louisvilleky.gov,Target%20Populations,Children/Youth,Congregate%20Meals/Nutrition%20Sites~,FOOD SERVICES,SENIOR NUTRITION PROGRAM MEAL SITES,LOUISVILLE METRO SENIOR NUTRITION SITE - FAIRDALE CENTER
LOUISVILLE METRO COMMUNITY SERVICES - SENIOR NUTRITION PROGRAM OFFICE,2005 Douglass Boulevard,Louisville KY,40205,"[""(502) 485-0850"", ""(502) 574-6325""]",http://www.louisvilleky.gov/government/community-services,mailto:seniornutrition@louisvilleky.gov,Target%20Populations,Children/Youth,Congregate%20Meals/Nutrition%20Sites~,FOOD SERVICES,SENIOR NUTRITION PROGRAM MEAL SITES,LOUISVILLE METRO SENIOR NUTRITION SITE - HCM SENIOR CENTER
LOUISVILLE METRO COMMUNITY SERVICES - SENIOR NUTRITION PROGRAM OFFICE,1235 S 3rd Street,Louisville KY,40203,"[""(502) 636-1453"", ""(502) 574-6325""]",http://www.louisvilleky.gov/government/community-services,mailto:seniornutrition@louisvilleky.gov,Target%20Populations,Children/Youth,Congregate%20Meals/Nutrition%20Sites~,FOOD SERVICES,SENIOR NUTRITION PROGRAM MEAL SITES,LOUISVILLE METRO SENIOR NUTRITION SITE - HILLEBRAND HOUSE
